X,Y,Z,Red,Green,Blue,Classification,Classification Name
317223.88,6397555.12,28.80,0,0,0,1,Unclassified
317225.17,6397555.67,25.00,0,0,0,1,Unclassified
317221.61,6397554.19,35.14,0,0,0,1,Unclassified
317225.06,6397555.65,25.04,0,0,0,1,Unclassified
317221.77,6397554.28,34.40,0,0,0,1,Unclassified
317224.96,6397555.63,25.04,0,0,0,1,Unclassified
317221.63,6397554.25,34.47,0,0,0,1,Unclassified
317224.86,6397555.61,25.04,0,0,0,1,Unclassified
317221.53,6397554.24,34.45,0,0,0,1,Unclassified
317224.75,6397555.59,25.03,0,0,0,1,Unclassified
317224.63,6397555.57,25.04,0,0,0,1,Unclassified
317224.51,6397555.55,25.04,0,0,0,1,Unclassified
317221.52,6397554.32,33.46,0,0,0,1,Unclassified
317224.38,6397555.53,25.07,0,0,0,1,Unclassified
317220.89,6397554.09,34.91,0,0,0,1,Unclassified
317224.26,6397555.51,25.05,0,0,0,1,Unclassified
317220.71,6397554.05,35.03,0,0,0,1,Unclassified
317224.12,6397555.49,25.04,0,0,0,1,Unclassified
317220.62,6397554.04,34.90,0,0,0,1,Unclassified
317223.99,6397555.46,25.02,0,0,0,1,Unclassified
317220.54,6397554.04,34.71,0,0,0,1,Unclassified
317223.84,6397555.44,25.03,0,0,0,1,Unclassified
317220.42,6397554.03,34.63,0,0,0,1,Unclassified
317223.69,6397555.41,25.05,0,0,0,1,Unclassified
317221.33,6397554.45,31.54,0,0,0,1,Unclassified
317223.54,6397555.38,25.04,0,0,0,1,Unclassified
317220.61,6397554.18,33.20,0,0,0,1,Unclassified
317223.37,6397555.35,25.08,0,0,0,1,Unclassified
317219.93,6397553.94,34.70,0,0,0,1,Unclassified
317223.21,6397555.32,25.07,0,0,0,1,Unclassified
317219.78,6397553.92,34.63,0,0,0,1,Unclassified
317223.04,6397555.29,25.08,0,0,0,1,Unclassified
317219.78,6397553.96,34.12,0,0,0,1,Unclassified
317222.85,6397555.26,25.12,0,0,0,1,Unclassified
317219.82,6397554.02,33.49,0,0,0,1,Unclassified
317222.66,6397555.22,25.14,0,0,0,1,Unclassified
317220.37,6397554.30,31.35,0,0,0,1,Unclassified
317222.49,6397555.19,25.13,0,0,0,1,Unclassified
317222.31,6397555.16,25.11,0,0,0,1,Unclassified
317222.12,6397555.13,25.11,0,0,0,1,Unclassified
317221.91,6397555.09,25.12,0,0,0,1,Unclassified
317218.12,6397553.54,35.66,0,0,0,1,Unclassified
317221.70,6397555.05,25.14,0,0,0,1,Unclassified
317221.49,6397555.01,25.17,0,0,0,1,Unclassified
317221.28,6397554.98,25.17,0,0,0,1,Unclassified
317221.06,6397554.94,25.18,0,0,0,1,Unclassified
317220.84,6397554.89,25.22,0,0,0,1,Unclassified
317220.62,6397554.85,25.22,0,0,0,1,Unclassified
317220.39,6397554.81,25.21,0,0,0,1,Unclassified
317220.15,6397554.77,25.20,0,0,0,1,Unclassified
317219.91,6397554.73,25.21,0,0,0,1,Unclassified
317219.69,6397554.69,25.17,0,0,0,1,Unclassified
317219.42,6397554.64,25.23,0,0,0,1,Unclassified
317219.17,6397554.60,25.20,0,0,0,1,Unclassified
317218.90,6397554.55,25.25,0,0,0,1,Unclassified
317218.64,6397554.51,25.22,0,0,0,1,Unclassified
317218.36,6397554.45,25.26,0,0,0,1,Unclassified
317218.09,6397554.41,25.24,0,0,0,1,Unclassified
317217.81,6397554.36,25.24,0,0,0,1,Unclassified
317217.53,6397554.31,25.24,0,0,0,1,Unclassified
317217.23,6397554.25,25.29,0,0,0,1,Unclassified
317216.94,6397554.20,25.29,0,0,0,1,Unclassified
317216.64,6397554.15,25.31,0,0,0,1,Unclassified
317216.34,6397554.09,25.31,0,0,0,1,Unclassified
317216.02,6397554.03,25.36,0,0,0,1,Unclassified
317215.72,6397553.98,25.32,0,0,0,1,Unclassified
317215.40,6397553.92,25.33,0,0,0,1,Unclassified
317215.08,6397553.87,25.31,0,0,0,1,Unclassified
317214.75,6397553.81,25.34,0,0,0,1,Unclassified
317214.40,6397553.74,25.41,0,0,0,1,Unclassified
317214.04,6397553.67,25.46,0,0,0,1,Unclassified
317213.70,6397553.61,25.47,0,0,0,1,Unclassified
317213.36,6397553.55,25.48,0,0,0,1,Unclassified
317213.01,6397553.49,25.47,0,0,0,1,Unclassified
317212.64,6397553.42,25.53,0,0,0,1,Unclassified
317212.29,6397553.36,25.50,0,0,0,1,Unclassified
317211.91,6397553.28,25.55,0,0,0,1,Unclassified
317211.54,6397553.21,25.57,0,0,0,1,Unclassified
317211.17,6397553.15,25.55,0,0,0,1,Unclassified
317210.79,6397553.08,25.54,0,0,0,1,Unclassified
317210.40,6397553.01,25.57,0,0,0,1,Unclassified
317210.02,6397552.94,25.57,0,0,0,1,Unclassified
317209.61,6397552.87,25.61,0,0,0,1,Unclassified
317209.21,6397552.80,25.62,0,0,0,1,Unclassified
317208.81,6397552.72,25.63,0,0,0,1,Unclassified
317208.40,6397552.65,25.62,0,0,0,1,Unclassified
317207.98,6397552.57,25.68,0,0,0,1,Unclassified
317207.59,6397552.51,25.63,0,0,0,1,Unclassified
317207.15,6397552.43,25.65,0,0,0,1,Unclassified
317206.72,6397552.35,25.65,0,0,0,1,Unclassified
317206.29,6397552.27,25.68,0,0,0,1,Unclassified
317205.85,6397552.20,25.69,0,0,0,1,Unclassified
317205.42,6397552.12,25.70,0,0,0,1,Unclassified
317204.97,6397552.04,25.71,0,0,0,1,Unclassified
317204.52,6397551.96,25.72,0,0,0,1,Unclassified
317204.06,6397551.87,25.75,0,0,0,1,Unclassified
317203.58,6397551.78,25.80,0,0,0,1,Unclassified
317203.12,6397551.70,25.80,0,0,0,1,Unclassified
317202.64,6397551.62,25.83,0,0,0,1,Unclassified
317202.16,6397551.52,25.89,0,0,0,1,Unclassified
317201.68,6397551.44,25.91,0,0,0,1,Unclassified
317201.20,6397551.35,25.93,0,0,0,1,Unclassified
317200.69,6397551.26,25.99,0,0,0,1,Unclassified
317200.21,6397551.17,25.99,0,0,0,1,Unclassified
317199.68,6397551.07,26.05,0,0,0,1,Unclassified
317199.19,6397550.99,26.04,0,0,0,1,Unclassified
317198.67,6397550.89,26.11,0,0,0,1,Unclassified
317198.16,6397550.80,26.12,0,0,0,1,Unclassified
317197.64,6397550.70,26.16,0,0,0,1,Unclassified
317197.13,6397550.61,26.15,0,0,0,1,Unclassified
317196.60,6397550.51,26.19,0,0,0,1,Unclassified
317196.07,6397550.42,26.19,0,0,0,1,Unclassified
317195.54,6397550.33,26.22,0,0,0,1,Unclassified
317195.00,6397550.24,26.21,0,0,0,1,Unclassified
317194.44,6397550.13,26.28,0,0,0,1,Unclassified
317193.89,6397550.04,26.30,0,0,0,1,Unclassified
317193.32,6397549.93,26.37,0,0,0,1,Unclassified
317192.78,6397549.83,26.35,0,0,0,1,Unclassified
317192.21,6397549.73,26.39,0,0,0,1,Unclassified
317191.64,6397549.63,26.41,0,0,0,1,Unclassified
317191.06,6397549.52,26.45,0,0,0,1,Unclassified
317190.49,6397549.42,26.46,0,0,0,1,Unclassified
317189.91,6397549.31,26.48,0,0,0,1,Unclassified
317189.32,6397549.21,26.50,0,0,0,1,Unclassified
317188.73,6397549.10,26.54,0,0,0,1,Unclassified
317188.13,6397548.99,26.56,0,0,0,1,Unclassified
317187.52,6397548.88,26.62,0,0,0,1,Unclassified
317186.93,6397548.77,26.62,0,0,0,1,Unclassified
317186.31,6397548.66,26.66,0,0,0,1,Unclassified
317185.69,6397548.55,26.71,0,0,0,1,Unclassified
317185.07,6397548.43,26.75,0,0,0,1,Unclassified
317184.44,6397548.32,26.77,0,0,0,1,Unclassified
317183.81,6397548.20,26.81,0,0,0,1,Unclassified
317183.17,6397548.09,26.84,0,0,0,1,Unclassified
317182.52,6397547.97,26.92,0,0,0,1,Unclassified
317181.89,6397547.85,26.92,0,0,0,1,Unclassified
317177.87,6397546.27,37.40,0,0,0,1,Unclassified
317181.24,6397547.73,26.98,0,0,0,1,Unclassified
317180.58,6397547.61,27.02,0,0,0,1,Unclassified
317179.90,6397547.48,27.12,0,0,0,1,Unclassified
317176.95,6397546.37,34.25,0,0,0,1,Unclassified
317179.23,6397547.36,27.16,0,0,0,1,Unclassified
317174.36,6397545.41,40.25,0,0,0,1,Unclassified
317178.56,6397547.24,27.23,0,0,0,1,Unclassified
317175.56,6397546.10,34.50,0,0,0,1,Unclassified
317177.89,6397547.11,27.28,0,0,0,1,Unclassified
317177.21,6397546.99,27.33,0,0,0,1,Unclassified
317176.53,6397546.87,27.34,0,0,0,1,Unclassified
317175.84,6397546.74,27.38,0,0,0,1,Unclassified
317175.16,6397546.62,27.39,0,0,0,1,Unclassified
317174.47,6397546.50,27.43,0,0,0,1,Unclassified
317173.78,6397546.37,27.44,0,0,0,1,Unclassified
317173.08,6397546.24,27.48,0,0,0,1,Unclassified
317172.37,6397546.12,27.52,0,0,0,1,Unclassified
317171.65,6397545.98,27.58,0,0,0,1,Unclassified
317170.93,6397545.85,27.63,0,0,0,1,Unclassified
317167.64,6397544.59,35.75,0,0,0,1,Unclassified
317170.19,6397545.71,27.74,0,0,0,1,Unclassified
317166.61,6397544.32,36.77,0,0,0,1,Unclassified
317169.46,6397545.58,27.80,0,0,0,1,Unclassified
317164.87,6397543.75,40.00,0,0,0,1,Unclassified
317168.72,6397545.44,27.87,0,0,0,1,Unclassified
317164.09,6397543.59,40.17,0,0,0,1,Unclassified
317167.99,6397545.31,27.88,0,0,0,1,Unclassified
317162.50,6397543.08,42.95,0,0,0,1,Unclassified
317167.27,6397545.18,27.89,0,0,0,1,Unclassified
317163.12,6397543.54,38.68,0,0,0,1,Unclassified
317166.55,6397545.05,27.86,0,0,0,1,Unclassified
317162.37,6397543.41,38.74,0,0,0,1,Unclassified
317165.76,6397544.90,28.03,0,0,0,1,Unclassified
317160.68,6397542.85,41.78,0,0,0,1,Unclassified
317164.95,6397544.74,28.25,0,0,0,1,Unclassified
317159.41,6397542.49,43.44,0,0,0,1,Unclassified
317164.10,6397544.56,28.58,0,0,0,1,Unclassified
317158.72,6397542.38,43.30,0,0,0,1,Unclassified
317163.27,6397544.39,28.84,0,0,0,1,Unclassified
317158.07,6397542.29,43.02,0,0,0,1,Unclassified
317162.47,6397544.23,29.02,0,0,0,1,Unclassified
317161.69,6397544.09,29.09,0,0,0,1,Unclassified
317160.95,6397543.96,29.05,0,0,0,1,Unclassified
317160.19,6397543.83,29.00,0,0,0,1,Unclassified
317159.42,6397543.69,29.02,0,0,0,1,Unclassified
317158.66,6397543.56,28.98,0,0,0,1,Unclassified
317157.88,6397543.42,29.01,0,0,0,1,Unclassified
317157.12,6397543.29,28.94,0,0,0,1,Unclassified
317156.33,6397543.15,28.95,0,0,0,1,Unclassified
317155.55,6397543.01,28.91,0,0,0,1,Unclassified
317154.76,6397542.87,28.90,0,0,0,1,Unclassified
317154.00,6397542.74,28.82,0,0,0,1,Unclassified
317153.18,6397542.60,28.85,0,0,0,1,Unclassified
317152.39,6397542.46,28.78,0,0,0,1,Unclassified
317151.59,6397542.32,28.77,0,0,0,1,Unclassified
317150.79,6397542.18,28.73,0,0,0,1,Unclassified
317149.96,6397542.03,28.75,0,0,0,1,Unclassified
317149.13,6397541.88,28.78,0,0,0,1,Unclassified
317148.29,6397541.73,28.81,0,0,0,1,Unclassified
317147.47,6397541.59,28.81,0,0,0,1,Unclassified
317146.27,6397541.28,29.97,0,0,0,1,Unclassified
317145.50,6397541.15,29.77,0,0,0,1,Unclassified
317144.85,6397541.09,29.11,0,0,0,1,Unclassified
317144.08,6397540.97,28.88,0,0,0,1,Unclassified
317143.21,6397540.81,28.94,0,0,0,1,Unclassified
317142.36,6397540.66,28.91,0,0,0,1,Unclassified
317141.50,6397540.51,28.92,0,0,0,1,Unclassified
317140.63,6397540.35,28.94,0,0,0,1,Unclassified
317139.76,6397540.20,28.96,0,0,0,1,Unclassified
317138.90,6397540.05,28.91,0,0,0,1,Unclassified
317135.22,6397538.63,38.14,0,0,0,1,Unclassified
317134.43,6397538.51,37.85,0,0,0,1,Unclassified
317133.64,6397538.39,37.55,0,0,0,1,Unclassified
317132.85,6397538.28,37.25,0,0,0,1,Unclassified
317132.04,6397538.16,36.96,0,0,0,1,Unclassified
317131.22,6397538.04,36.70,0,0,0,1,Unclassified
317130.43,6397537.92,36.36,0,0,0,1,Unclassified
317131.17,6397538.51,30.93,0,0,0,1,Unclassified
317130.28,6397538.35,30.89,0,0,0,1,Unclassified
317129.85,6397538.41,29.25,0,0,0,1,Unclassified
317129.06,6397538.31,28.84,0,0,0,1,Unclassified
317128.14,6397538.14,28.86,0,0,0,1,Unclassified
317127.19,6397537.97,28.93,0,0,0,1,Unclassified
317125.96,6397537.66,29.94,0,0,0,1,Unclassified
317125.30,6397537.62,29.00,0,0,0,1,Unclassified
317124.42,6397537.48,28.84,0,0,0,1,Unclassified
317123.48,6397537.31,28.83,0,0,0,1,Unclassified
317122.55,6397537.15,28.78,0,0,0,1,Unclassified
317121.58,6397536.98,28.85,0,0,0,1,Unclassified
317120.62,6397536.80,28.88,0,0,0,1,Unclassified
317119.65,6397536.63,28.93,0,0,0,1,Unclassified
317118.69,6397536.45,28.93,0,0,0,1,Unclassified
317117.73,6397536.28,28.92,0,0,0,1,Unclassified
317116.30,6397535.90,30.48,0,0,0,1,Unclassified
317115.31,6397535.72,30.55,0,0,0,1,Unclassified
317114.37,6397535.57,30.38,0,0,0,1,Unclassified
317113.82,6397535.59,28.94,0,0,0,1,Unclassified
317112.84,6397535.42,28.94,0,0,0,1,Unclassified
317111.84,6397535.24,28.95,0,0,0,1,Unclassified
317110.83,6397535.05,28.99,0,0,0,1,Unclassified
317109.86,6397534.89,28.93,0,0,0,1,Unclassified
317107.48,6397534.07,33.68,0,0,0,1,Unclassified
317108.86,6397534.71,28.95,0,0,0,1,Unclassified
317107.88,6397534.54,28.86,0,0,0,1,Unclassified
317105.49,6397533.72,33.61,0,0,0,1,Unclassified
317105.30,6397533.92,30.78,0,0,0,1,Unclassified
317104.78,6397533.97,29.08,0,0,0,1,Unclassified
317102.84,6397533.36,32.25,0,0,0,1,Unclassified
317101.71,6397533.13,32.64,0,0,0,1,Unclassified
317100.59,6397532.90,33.00,0,0,0,1,Unclassified
317097.95,6397531.97,38.59,0,0,0,1,Unclassified
317099.46,6397532.67,33.32,0,0,0,1,Unclassified
317096.82,6397531.73,38.95,0,0,0,1,Unclassified
317095.87,6397531.59,38.65,0,0,0,1,Unclassified
317094.94,6397531.45,38.30,0,0,0,1,Unclassified
317094.01,6397531.33,37.93,0,0,0,1,Unclassified
317093.04,6397531.18,37.63,0,0,0,1,Unclassified
317092.09,6397531.04,37.29,0,0,0,1,Unclassified
317091.13,6397530.90,36.95,0,0,0,1,Unclassified
317090.16,6397530.76,36.61,0,0,0,1,Unclassified
317089.19,6397530.61,36.30,0,0,0,1,Unclassified
317091.31,6397531.60,28.81,0,0,0,1,Unclassified
317089.92,6397531.27,29.97,0,0,0,1,Unclassified
317088.87,6397531.08,29.92,0,0,0,1,Unclassified
317087.85,6397530.92,29.71,0,0,0,1,Unclassified
317087.11,6397530.89,28.52,0,0,0,1,Unclassified
317086.03,6397530.70,28.46,0,0,0,1,Unclassified
317084.97,6397530.52,28.38,0,0,0,1,Unclassified
317083.93,6397530.35,28.24,0,0,0,1,Unclassified
317081.39,6397529.46,33.43,0,0,0,1,Unclassified
317082.88,6397530.17,28.12,0,0,0,1,Unclassified
317078.21,6397528.59,37.00,0,0,0,1,Unclassified
317080.26,6397529.58,29.59,0,0,0,1,Unclassified
317077.06,6397528.37,37.18,0,0,0,1,Unclassified
317079.11,6397529.36,29.79,0,0,0,1,Unclassified
317075.97,6397528.18,37.12,0,0,0,1,Unclassified
317077.23,6397528.79,32.55,0,0,0,1,Unclassified
317075.62,6397528.35,34.38,0,0,0,1,Unclassified
317077.26,6397529.13,28.45,0,0,0,1,Unclassified
317073.96,6397527.89,36.35,0,0,0,1,Unclassified
317075.21,6397528.49,31.84,0,0,0,1,Unclassified
317076.52,6397529.11,27.10,0,0,0,1,Unclassified
317073.23,6397527.88,34.93,0,0,0,1,Unclassified
317075.44,6397528.94,26.92,0,0,0,1,Unclassified
317071.71,6397527.49,36.40,0,0,0,1,Unclassified
317074.35,6397528.75,26.83,0,0,0,1,Unclassified
317071.57,6397527.76,32.84,0,0,0,1,Unclassified
317073.33,6397528.60,26.45,0,0,0,1,Unclassified
317072.29,6397528.44,26.12,0,0,0,1,Unclassified
317070.92,6397528.13,26.97,0,0,0,1,Unclassified
317070.09,6397528.07,25.86,0,0,0,1,Unclassified
317068.99,6397527.89,25.73,0,0,0,1,Unclassified
317067.86,6397527.70,25.64,0,0,0,1,Unclassified
317067.34,6397527.79,23.34,0,0,0,1,Unclassified
317066.09,6397527.54,23.69,0,0,0,1,Unclassified
317061.77,6397525.80,35.38,0,0,0,1,Unclassified
317065.08,6397527.41,23.15,0,0,0,1,Unclassified
317064.03,6397527.25,22.80,0,0,0,1,Unclassified
317063.07,6397527.14,22.02,0,0,0,1,Unclassified
317061.91,6397526.94,21.98,0,0,0,1,Unclassified
317056.83,6397524.83,36.54,0,0,0,1,Unclassified
317060.75,6397526.74,21.96,0,0,0,1,Unclassified
317055.66,6397524.62,36.57,0,0,0,1,Unclassified
317059.58,6397526.53,21.95,0,0,0,1,Unclassified
317054.21,6397524.27,37.60,0,0,0,1,Unclassified
317058.40,6397526.32,21.92,0,0,0,1,Unclassified
317053.77,6397524.43,34.81,0,0,0,1,Unclassified
317055.55,6397525.30,28.18,0,0,0,1,Unclassified
317057.23,6397526.12,21.87,0,0,0,1,Unclassified
317056.07,6397525.92,21.83,0,0,0,1,Unclassified
317054.92,6397525.73,21.65,0,0,0,1,Unclassified
317053.82,6397525.56,21.29,0,0,0,1,Unclassified
317052.69,6397525.38,21.06,0,0,0,1,Unclassified
317051.51,6397525.18,20.98,0,0,0,1,Unclassified
317048.99,6397524.32,25.95,0,0,0,1,Unclassified
317048.06,6397524.23,24.95,0,0,0,1,Unclassified
317046.45,6397523.82,26.46,0,0,0,1,Unclassified
317045.49,6397523.73,25.51,0,0,0,1,Unclassified
317044.99,6397523.86,22.82,0,0,0,1,Unclassified
317044.08,6397523.81,21.60,0,0,0,1,Unclassified
317042.87,6397523.60,21.50,0,0,0,1,Unclassified
317040.40,6397522.75,26.37,0,0,0,1,Unclassified
317041.77,6397523.44,21.08,0,0,0,1,Unclassified
317038.31,6397522.11,29.70,0,0,0,1,Unclassified
317039.96,6397522.93,23.28,0,0,0,1,Unclassified
317035.39,6397521.44,31.43,0,0,0,1,Unclassified
317037.08,6397522.29,24.86,0,0,0,1,Unclassified
317034.18,6397521.23,31.38,0,0,0,1,Unclassified
317032.31,6397520.70,33.81,0,0,0,1,Unclassified
317033.97,6397521.93,22.50,0,0,0,1,Unclassified
317030.04,6397520.36,32.98,0,0,0,1,Unclassified
317031.22,6397520.96,28.35,0,0,0,1,Unclassified
317033.47,6397522.09,19.60,0,0,0,1,Unclassified
317029.47,6397520.48,30.32,0,0,0,1,Unclassified
317032.21,6397521.86,19.60,0,0,0,1,Unclassified
317027.90,6397520.10,31.57,0,0,0,1,Unclassified
317030.95,6397521.64,19.63,0,0,0,1,Unclassified
317027.06,6397520.09,29.92,0,0,0,1,Unclassified
317029.71,6397521.42,19.54,0,0,0,1,Unclassified
317028.44,6397521.19,19.58,0,0,0,1,Unclassified
317027.18,6397520.97,19.55,0,0,0,1,Unclassified
317025.91,6397520.75,19.54,0,0,0,1,Unclassified
317024.40,6397520.40,20.52,0,0,0,1,Unclassified
317023.29,6397520.26,19.82,0,0,0,1,Unclassified
317022.25,6397520.15,18.89,0,0,0,1,Unclassified
317020.85,6397519.86,19.35,0,0,0,1,Unclassified
317019.71,6397519.71,18.80,0,0,0,1,Unclassified
317018.40,6397519.47,18.82,0,0,0,1,Unclassified
317017.12,6397519.25,18.76,0,0,0,1,Unclassified
317015.85,6397519.03,18.71,0,0,0,1,Unclassified
317014.56,6397518.80,18.66,0,0,0,1,Unclassified
317013.25,6397518.56,18.71,0,0,0,1,Unclassified
317011.94,6397518.33,18.73,0,0,0,1,Unclassified
317010.63,6397518.10,18.72,0,0,0,1,Unclassified
317008.73,6397517.56,21.12,0,0,0,1,Unclassified
317008.00,6397517.63,18.74,0,0,0,1,Unclassified
317004.93,6397516.48,25.90,0,0,0,1,Unclassified
317006.68,6397517.39,18.74,0,0,0,1,Unclassified
317003.42,6397516.14,26.72,0,0,0,1,Unclassified
317001.88,6397515.79,27.62,0,0,0,1,Unclassified
317000.34,6397515.45,28.52,0,0,0,1,Unclassified
316998.67,6397515.03,29.98,0,0,0,1,Unclassified
316997.74,6397515.00,28.31,0,0,0,1,Unclassified
316996.59,6397514.86,27.57,0,0,0,1,Unclassified
316995.41,6397514.70,26.93,0,0,0,1,Unclassified
316994.24,6397514.55,26.21,0,0,0,1,Unclassified
316993.65,6397514.71,23.11,0,0,0,1,Unclassified
316992.31,6397514.47,23.06,0,0,0,1,Unclassified
316991.67,6397514.60,20.10,0,0,0,1,Unclassified
316990.51,6397514.47,19.28,0,0,0,1,Unclassified
316989.27,6397514.29,18.79,0,0,0,1,Unclassified
316987.23,6397513.68,21.68,0,0,0,1,Unclassified
316986.53,6397513.79,18.85,0,0,0,1,Unclassified
316985.18,6397513.56,18.82,0,0,0,1,Unclassified
316983.10,6397512.93,21.86,0,0,0,1,Unclassified
316981.79,6397512.72,21.60,0,0,0,1,Unclassified
316981.05,6397512.81,18.91,0,0,0,1,Unclassified
316979.69,6397512.58,18.82,0,0,0,1,Unclassified
316977.66,6397512.00,21.61,0,0,0,1,Unclassified
316974.97,6397511.55,21.30,0,0,0,1,Unclassified
316974.08,6397511.56,19.18,0,0,0,1,Unclassified
316972.05,6397510.97,21.94,0,0,0,1,Unclassified
316971.35,6397511.10,18.91,0,0,0,1,Unclassified
316969.94,6397510.85,18.97,0,0,0,1,Unclassified
316968.56,6397510.60,18.92,0,0,0,1,Unclassified
316967.16,6397510.36,18.90,0,0,0,1,Unclassified
316963.51,6397508.89,28.81,0,0,0,1,Unclassified
316965.77,6397510.12,18.83,0,0,0,1,Unclassified
316962.19,6397508.68,28.46,0,0,0,1,Unclassified
316960.84,6397508.46,28.19,0,0,0,1,Unclassified
316959.49,6397508.24,27.97,0,0,0,1,Unclassified
316958.12,6397508.02,27.73,0,0,0,1,Unclassified
316956.76,6397507.79,27.52,0,0,0,1,Unclassified
316955.41,6397507.58,27.24,0,0,0,1,Unclassified
316954.03,6397507.34,27.07,0,0,0,1,Unclassified
316952.67,6397507.12,26.81,0,0,0,1,Unclassified
316951.88,6397507.22,23.90,0,0,0,1,Unclassified
316952.98,6397507.83,18.92,0,0,0,1,Unclassified
316951.60,6397507.60,18.72,0,0,0,1,Unclassified
316950.17,6397507.35,18.68,0,0,0,1,Unclassified
316948.73,6397507.10,18.70,0,0,0,1,Unclassified
316947.29,6397506.84,18.72,0,0,0,1,Unclassified
316945.86,6397506.59,18.61,0,0,0,1,Unclassified
316944.41,6397506.33,18.67,0,0,0,1,Unclassified
316941.72,6397505.38,24.38,0,0,0,1,Unclassified
316942.96,6397506.07,18.67,0,0,0,1,Unclassified
316941.51,6397505.81,18.67,0,0,0,1,Unclassified
316940.05,6397505.55,18.71,0,0,0,1,Unclassified
316938.58,6397505.29,18.72,0,0,0,1,Unclassified
316937.13,6397505.02,18.71,0,0,0,1,Unclassified
316935.67,6397504.76,18.72,0,0,0,1,Unclassified
316934.21,6397504.50,18.70,0,0,0,1,Unclassified
316932.76,6397504.25,18.65,0,0,0,1,Unclassified
316931.29,6397503.99,18.64,0,0,0,1,Unclassified
316929.81,6397503.73,18.66,0,0,0,1,Unclassified
316928.12,6397503.34,19.72,0,0,0,1,Unclassified
316926.86,6397503.20,18.65,0,0,0,1,Unclassified
316925.38,6397502.94,18.65,0,0,0,1,Unclassified
316923.90,6397502.68,18.65,0,0,0,1,Unclassified
316922.42,6397502.42,18.60,0,0,0,1,Unclassified
316920.94,6397502.16,18.56,0,0,0,1,Unclassified
316919.45,6397501.89,18.57,0,0,0,1,Unclassified
316917.95,6397501.62,18.64,0,0,0,1,Unclassified
316916.46,6397501.36,18.59,0,0,0,1,Unclassified
316914.97,6397501.09,18.61,0,0,0,1,Unclassified
316913.46,6397500.83,18.60,0,0,0,1,Unclassified
316911.95,6397500.56,18.62,0,0,0,1,Unclassified
316910.46,6397500.30,18.56,0,0,0,1,Unclassified
316903.02,6397500.22,18.46,0,0,0,1,Unclassified
316904.52,6397500.48,18.54,0,0,0,1,Unclassified
316906.05,6397500.76,18.48,0,0,0,1,Unclassified
316907.56,6397501.02,18.56,0,0,0,1,Unclassified
316909.08,6397501.30,18.48,0,0,0,1,Unclassified
316910.56,6397501.55,18.62,0,0,0,1,Unclassified
316912.05,6397501.81,18.74,0,0,0,1,Unclassified
316913.40,6397501.99,19.48,0,0,0,1,Unclassified
316915.07,6397502.35,18.67,0,0,0,1,Unclassified
316916.59,6397502.63,18.60,0,0,0,1,Unclassified
316918.08,6397502.90,18.59,0,0,0,1,Unclassified
316919.58,6397503.16,18.58,0,0,0,1,Unclassified
316921.08,6397503.43,18.56,0,0,0,1,Unclassified
316922.56,6397503.69,18.63,0,0,0,1,Unclassified
316924.04,6397503.95,18.65,0,0,0,1,Unclassified
316925.49,6397504.20,18.86,0,0,0,1,Unclassified
316927.02,6397504.49,18.62,0,0,0,1,Unclassified
316928.47,6397504.74,18.74,0,0,0,1,Unclassified
316929.95,6397505.00,18.70,0,0,0,1,Unclassified
316931.43,6397505.27,18.71,0,0,0,1,Unclassified
316932.91,6397505.53,18.68,0,0,0,1,Unclassified
316934.38,6397505.80,18.68,0,0,0,1,Unclassified
316935.85,6397506.06,18.68,0,0,0,1,Unclassified
316937.31,6397506.32,18.68,0,0,0,1,Unclassified
316938.77,6397506.59,18.71,0,0,0,1,Unclassified
316940.21,6397506.84,18.76,0,0,0,1,Unclassified
316939.42,6397505.82,29.19,0,0,0,1,Unclassified
316941.68,6397507.11,18.70,0,0,0,1,Unclassified
316941.97,6397506.71,24.12,0,0,0,1,Unclassified
316943.13,6397507.36,18.74,0,0,0,1,Unclassified
316944.60,6397507.63,18.67,0,0,0,1,Unclassified
316946.06,6397507.89,18.64,0,0,0,1,Unclassified
316947.49,6397508.14,18.70,0,0,0,1,Unclassified
316948.93,6397508.40,18.72,0,0,0,1,Unclassified
316950.38,6397508.66,18.65,0,0,0,1,Unclassified
316951.81,6397508.91,18.70,0,0,0,1,Unclassified
316953.26,6397509.18,18.67,0,0,0,1,Unclassified
316953.02,6397508.51,26.17,0,0,0,1,Unclassified
316954.40,6397508.74,26.37,0,0,0,1,Unclassified
316955.77,6397508.96,26.64,0,0,0,1,Unclassified
316957.15,6397509.19,26.81,0,0,0,1,Unclassified
316958.52,6397509.42,27.04,0,0,0,1,Unclassified
316959.88,6397509.64,27.27,0,0,0,1,Unclassified
316961.23,6397509.86,27.52,0,0,0,1,Unclassified
316962.58,6397510.08,27.80,0,0,0,1,Unclassified
316964.62,6397511.19,18.79,0,0,0,1,Unclassified
316966.00,6397511.43,18.89,0,0,0,1,Unclassified
316967.41,6397511.68,18.91,0,0,0,1,Unclassified
316968.81,6397511.93,18.92,0,0,0,1,Unclassified
316970.21,6397512.18,18.95,0,0,0,1,Unclassified
316971.60,6397512.42,18.96,0,0,0,1,Unclassified
316972.62,6397512.47,20.62,0,0,0,1,Unclassified
316973.76,6397512.59,21.67,0,0,0,1,Unclassified
316975.17,6397512.84,21.64,0,0,0,1,Unclassified
316977.20,6397513.43,18.86,0,0,0,1,Unclassified
316978.59,6397513.68,18.83,0,0,0,1,Unclassified
